article_id,entity,sentence,label,confidence
0,Wright,"“What is certain is that we human rights activists will continue to do everything in our power to do our part.”
    

            Speaking to CNN from Malta, Wright said activists “were ready to get on the boat.",Political,0.76259446144104
0,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition describes itself on its website as an international network of pro-Palestinian activists working to end Israel’s blockade of Gaza and deliver humanitarian aid to the besieged enclave by taking direct, non-violent action.",Humanitarian,0.8058450222015381
0,Gaza,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Political,0.7591944932937622
0,Gaza,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Political,0.7591944932937622
0,Israel,"Related article
Israeli military boards Gaza-bound aid ships


            Gaza has been under Israeli military siege since the October 7, 2023, Hamas deadly attacks on Israel.",Military,0.8899490833282471
0,Israel,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Political,0.7297266721725464
0,Gaza,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Humanitarian,0.8445852994918823
0,Gaza,"Israel imposed a full humanitarian blockade of Gaza on March 2, cutting off food, medical supplies, and other aid to the more than 2 million Palestinians who live in the territory.",Political,0.7297266721725464
0,the Occupied Palestinian Territories,"Francesca Albanese, the United Nations Special Rapporteur for the Occupied Palestinian Territories, said on X that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7203889489173889
0,Gaza,"Francesca Albanese, the United Nations Special Rapporteur for the Occupied Palestinian Territories, said on X that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7203889489173889
0,Israel,"The group pointed the finger of blame at Israel, without providing evidence.",Political,0.8781840205192566
0,An Israeli Air Force C-130 Hercules,"An Israeli Air Force C-130 Hercules was picked up leaving Israel early Thursday afternoon and flying to Malta, according to flight-tracking website ADS-B Exchange.",Military,0.7442436218261719
0,Israel,"An Israeli Air Force C-130 Hercules was picked up leaving Israel early Thursday afternoon and flying to Malta, according to flight-tracking website ADS-B Exchange.",Military,0.7442436218261719
0,Trevor Ball,"Trevor Ball, a former US Army senior explosive ordnance disposal team member, told CNN that the photos are consistent with two smaller blast munitions being used.",Military,0.7316429615020752
0,US Army,"Trevor Ball, a former US Army senior explosive ordnance disposal team member, told CNN that the photos are consistent with two smaller blast munitions being used.",Military,0.7316429615020752
1,The Freedom Flotilla Coalition,"Updated on:  May 2, 2025 / 5:47 AM EDT
          / CBS News
        
The Freedom Flotilla Coalition campaign group said Friday that one of its ships bound for the Gaza Strip, carrying aid and dozens of activists, was attacked in international waters by drones in the middle of the night off Malta, causing serious damage to the vessel.",Humanitarian,0.7102034091949463
1,the Israel Defense Forces,CBS News asked the Israel Defense Forces on Friday if it carried out any operation involving the Freedom Flotilla ship near Malta.,Military,0.8884780406951904
1,the Israel Defense Forces,CBS News asked the Israel Defense Forces on Friday if it carried out any operation involving the Freedom Flotilla ship near Malta.,Security,0.7404794692993164
1,Gaza,"Francesca Albanese, the United Nations Special Rapporteur on the Palestinian territories, said in a social media post on Friday that she had ""received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.",Humanitarian,0.7985827922821045
1,An Armed Forces of Malta,"An Armed Forces of Malta patrol vessel was also dispatched to provide further assistance.""
""By 2:13 a.m., all crew were confirmed safe but refused to board the tug ...",Military,0.8762048482894897
2,FFC,"The FFC, formed by peace activists from several countries last year, uses a converted trawler to try to defy Israel’s blockade on Gaza.",Political,0.9103516340255736
2,Gaza,"The FFC, formed by peace activists from several countries last year, uses a converted trawler to try to defy Israel’s blockade on Gaza.",Political,0.9103516340255736
2,The International Committee of the Red Cross,The International Committee of the Red Cross (ICRC) said in a report released on Friday that the humanitarian response in Gaza is “on the verge of total collapse”.,Humanitarian,0.9177701473236084
2,ICRC,The International Committee of the Red Cross (ICRC) said in a report released on Friday that the humanitarian response in Gaza is “on the verge of total collapse”.,Humanitarian,0.9177701473236084
2,Gaza,The International Committee of the Red Cross (ICRC) said in a report released on Friday that the humanitarian response in Gaza is “on the verge of total collapse”.,Humanitarian,0.9177701473236084
2,Gaza,"Without an immediate resumption of aid deliveries, the will not have access to the food, medicines, and life-saving supplies needed to sustain many of its programmes in Gaza,” the ICRC said.",Humanitarian,0.9094037413597108
2,ICRC,"Without an immediate resumption of aid deliveries, the will not have access to the food, medicines, and life-saving supplies needed to sustain many of its programmes in Gaza,” the ICRC said.",Humanitarian,0.9094037413597108
3,Freedom Flotilla,"Freedom Flotilla in talks with Malta to repair Gaza aid ship Felix Tamsut with Reuters, AFP 05/04/2025May 4, 2025The Freedom Flotilla Coalition said it would like the vessel to be repaired on the island before continuing on to its original destination: Gaza.",Humanitarian,0.9605449438095092
3,Felix Tamsut,"Freedom Flotilla in talks with Malta to repair Gaza aid ship Felix Tamsut with Reuters, AFP 05/04/2025May 4, 2025The Freedom Flotilla Coalition said it would like the vessel to be repaired on the island before continuing on to its original destination: Gaza.",Humanitarian,0.9605449438095092
3,Israel,The group has blamed Israel for the drone attack on the ship.,Political,0.7459924221038818
3,the Freedom Flotilla Coalition,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Humanitarian,0.8823496699333191
3,the Freedom Flotilla Coalition,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Political,0.7672895193099976
3,Conscience,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Humanitarian,0.8823496699333191
3,Conscience,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Political,0.7672895193099976
4,Israel,The group has blamed Israel for the drone attack on the ship.,Political,0.7459924221038818
4,the Freedom Flotilla Coalition,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Humanitarian,0.8823496699333191
4,the Freedom Flotilla Coalition,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Political,0.7672895193099976
4,Conscience,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Humanitarian,0.8823496699333191
4,Conscience,"Operated by the Freedom Flotilla Coalition, the ship Conscience had been waiting for some 30 peace activists from around the world before setting sail to Gaza carrying food and medicines.",Political,0.7672895193099976
4,JavaScript,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video
The Freedom Flotilla Coalition, a group of nongovernmental organizations, blamed Israel for the attack.",Political,0.9551979899406432
4,HTML5,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video
The Freedom Flotilla Coalition, a group of nongovernmental organizations, blamed Israel for the attack.",Political,0.9551979899406432
4,The Freedom Flotilla Coalition,"To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video
The Freedom Flotilla Coalition, a group of nongovernmental organizations, blamed Israel for the attack.",Political,0.9551979899406432
5,Freedom Flotilla Coalition,"Freedom Flotilla Coalition, the aid group running the mission, blamed Israel for the attack but did not provide evidence for that allegation.",Humanitarian,0.8283822536468506
5,Freedom Flotilla Coalition,"Freedom Flotilla Coalition, the aid group running the mission, blamed Israel for the attack but did not provide evidence for that allegation.",Political,0.7088813185691833
5,Israel,"Freedom Flotilla Coalition, the aid group running the mission, blamed Israel for the attack but did not provide evidence for that allegation.",Political,0.7088813185691833
5,the United Nations,"Francesca Albanese, the United Nations special rapporteur for the occupied Palestinian territories, said in a post on X on Friday that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7527068853378296
5,Gaza,"Francesca Albanese, the United Nations special rapporteur for the occupied Palestinian territories, said in a post on X on Friday that she “received a distressed call from the people of the Freedom Flotilla that is carrying essential food and medicine to the starving Gaza population.”",Humanitarian,0.7527068853378296
5,Gaza,International aid groups and nongovernmental organizations have said that the humanitarian crisis in Gaza has reached its worst level in 18 months and that aid systems are on the verge of collapse.,Humanitarian,0.8446440696716309
5,NBC News,"In video footage by NBC News’ crew on the ground in the Mawasi neighborhood in Gaza's southern city of Khan Younis, children stood in a narrow alley holding empty pots at the Rafah Charitable Kitchen — the only soup kitchen serving the displaced in the area.",Humanitarian,0.8382501006126404
5,Gaza,"In video footage by NBC News’ crew on the ground in the Mawasi neighborhood in Gaza's southern city of Khan Younis, children stood in a narrow alley holding empty pots at the Rafah Charitable Kitchen — the only soup kitchen serving the displaced in the area.",Humanitarian,0.8382501006126404
6,Freedom Flotilla Coalition,"A ship carrying humanitarian aid and activists heading for Gaza was attacked by Israeli drones while in international waters off Malta early Friday, said Freedom Flotilla Coalition, an international NGO.",Humanitarian,0.978401780128479
6,Israel,"They are on what it called a ""mission to challenge Israel's illegal and deadly siege of Gaza, and to deliver desperately needed, life-saving aid"".",Political,0.8123806118965149
6,Gaza,"They are on what it called a ""mission to challenge Israel's illegal and deadly siege of Gaza, and to deliver desperately needed, life-saving aid"".",Political,0.8123806118965149
6,Gaza,"Everyone aboard the aid flotilla for Gaza that was hit by drones are ""confirmed safe"", the Maltese government said in a statement on Friday.",Humanitarian,0.9653245806694032
6,An Armed Forces of Malta,"An Armed Forces of Malta patrol vessel was also dispatched to provide further assistance,"" the government said.",Military,0.9362121820449828
6,Israel,"Israel has since March 2 blocked all aid deliveries to Gaza, and resumed intense military operations in the territory in mid-March, with a two-month ceasefire in the Israel-Hamas war in tatters.",Military,0.8555483818054199
6,Israel,"Israel has since March 2 blocked all aid deliveries to Gaza, and resumed intense military operations in the territory in mid-March, with a two-month ceasefire in the Israel-Hamas war in tatters.",Political,0.7889900803565979
6,Gaza,"Israel has since March 2 blocked all aid deliveries to Gaza, and resumed intense military operations in the territory in mid-March, with a two-month ceasefire in the Israel-Hamas war in tatters.",Political,0.7889900803565979
6,Israel,"Israel has since March 2 blocked all aid deliveries to Gaza, and resumed intense military operations in the territory in mid-March, with a two-month ceasefire in the Israel-Hamas war in tatters.",Military,0.8555483818054199
6,Israel,"Israel has since March 2 blocked all aid deliveries to Gaza, and resumed intense military operations in the territory in mid-March, with a two-month ceasefire in the Israel-Hamas war in tatters.",Political,0.7889900803565979
7,Gaza,"Organisers told the BBC that the group had been ""operating in total secrecy with a complete media blackout"" to prevent ""sabotage"" as they prepared to sail towards Gaza - where about two million Palestinians have been under a complete blockade by the Israeli military for two months.",Political,0.7780613303184509
7,Greta Thunberg,Climate activist Greta Thunberg was among those who had planned to board the ship once it departed for Gaza on Friday.,Political,0.8371273875236511
7,Gaza,Climate activist Greta Thunberg was among those who had planned to board the ship once it departed for Gaza on Friday.,Political,0.8371273875236511
7,Gaza,"Speaking to journalists in Valetta, she said: ""I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel's illegal siege on Gaza.""",Humanitarian,0.925641655921936
7,Gaza,"Speaking to journalists in Valetta, she said: ""I was part of the group who was supposed to board that boat today to continue the voyage towards Gaza, which is one of many attempts to open up a humanitarian corridor and to do our part to keep trying to break Israel's illegal siege on Gaza.""",Humanitarian,0.925641655921936
7,Israel,"The coalition is campaigning to end Israel's blockade of Gaza, which is also facing mounting international condemnation.",Political,0.8719866275787354
7,Gaza,"The coalition is campaigning to end Israel's blockade of Gaza, which is also facing mounting international condemnation.",Political,0.8719866275787354
7,Israel,"Two months ago, Israel shut all crossings to Gaza – preventing all goods, including food, fuel and medicines from entering - and later resumed its military offensive, ending a two-month ceasefire with Hamas.",Political,0.8468316197395325
7,Israel,"Two months ago, Israel shut all crossings to Gaza – preventing all goods, including food, fuel and medicines from entering - and later resumed its military offensive, ending a two-month ceasefire with Hamas.",Military,0.8330111503601074
7,Gaza,"Two months ago, Israel shut all crossings to Gaza – preventing all goods, including food, fuel and medicines from entering - and later resumed its military offensive, ending a two-month ceasefire with Hamas.",Political,0.8468316197395325
7,the World Food Programme,Some humanitarian organisations such as the World Food Programme say they have already run out of food while community kitchens say their stocks are dwindling fast.,Humanitarian,0.9172984957695008
7,the Red Cross,"On Friday the Red Cross said the humanitarian response in Gaza was on the verge of ""total collapse"".",Humanitarian,0.9315637946128844
7,Gaza,"On Friday the Red Cross said the humanitarian response in Gaza was on the verge of ""total collapse"".",Humanitarian,0.9315637946128844
8,Gaza,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Political,0.8354930281639099
8,Malta,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Security,0.926331102848053
8,Freedom Flotilla Coalition,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Political,0.8354930281639099
8,Malta,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Security,0.926331102848053
8,Gaza,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Political,0.8354930281639099
8,Malta,"Gaza flotilla organization accuses Malta of barring activists from drone-hit ship
Freedom Flotilla Coalition says Maltese authorities preventing vessel from docking for repairs, getting aid for passengers; Malta’s PM says country’s safety must be ensured
By Reuters and ToI Staff
4 May 2025, 4:29 pm
Share
 4
The Conscience, after a drone struck the vessel carrying aid to Gaza off the coast of Malta, May 2, 2025.",Security,0.926331102848053
8,Gaza,"(Government of Cyprus via AP)
VALLETTA, Malta — An international organization accused Malta on Sunday of impeding access to a Gaza-bound humanitarian aid ship that it says was bombed by two drones two days before, and Malta denied the claim, saying the crew had refused assistance.",Humanitarian,0.9379515647888184
8,Gaza,It had been waiting to take on board some 30 activists from around the world before trying to sail to Gaza at the eastern end of the Mediterranean to deliver food and medicines.,Humanitarian,0.9060075879096984
8,Screen,"(Screen capture: Instagram/Flotilla Freedom Coalition)
“The humanitarian ship Conscience has been blocked in international waters since it was attacked by two drones in the early morning of May 2,” the coalition said in a statement.",Humanitarian,0.975473701953888
8,Instagram/Flotilla Freedom Coalition,"(Screen capture: Instagram/Flotilla Freedom Coalition)
“The humanitarian ship Conscience has been blocked in international waters since it was attacked by two drones in the early morning of May 2,” the coalition said in a statement.",Humanitarian,0.975473701953888
8,Conscience,"(Screen capture: Instagram/Flotilla Freedom Coalition)
“The humanitarian ship Conscience has been blocked in international waters since it was attacked by two drones in the early morning of May 2,” the coalition said in a statement.",Humanitarian,0.975473701953888
8,Malta,"Prime Minister Robert Abela said Malta was continuing to offer assistance to the ship, but that Malta’s security needed to be safeguarded.",Security,0.9922702312469482
8,Malta,"Prime Minister Robert Abela said Malta was continuing to offer assistance to the ship, but that Malta’s security needed to be safeguarded.",Security,0.9922702312469482
8,Malta,Malta has had a consistent policy of supporting Palestinian causes and last month admitted a number of injured Gaza children for medical treatment.,Humanitarian,0.9731308221817015
8,Hamas,"Hamas issued a statement about the incident off Malta, accusing Israel of 'piracy' and 'state terrorism.'",Political,0.915343165397644
8,Gaza,The stop on aid entering Gaza is part of an Israeli effort to pressure Hamas back into a hostage deal.,Political,0.9939407110214232
8,Hamas,The stop on aid entering Gaza is part of an Israeli effort to pressure Hamas back into a hostage deal.,Political,0.9939407110214232
8,IDF,"At the same time, the IDF resumed its offensive in Gaza, seizing large sections of the Strip’s territory and killing an estimated 400 members of terror groups, including dozens of top officials in Hamas’s politburo and military wing.",Military,0.792027473449707
8,Israel,"Israel says it has killed some 20,000 combatants in battle as of January and another 1,600 terrorists inside Israel during the initial Hamas onslaught.",Military,0.7040755152702332
8,Israel,"Israel says it has killed some 20,000 combatants in battle as of January and another 1,600 terrorists inside Israel during the initial Hamas onslaught.",Military,0.7040755152702332
9,Gaza Strip,An Israeli drone struck a ship carrying humanitarian aid to the war-torn and besieged Gaza Strip while it was in international waters near Malta on Friday.,Humanitarian,0.9845758676528932
9,Gaza,The Israeli attack comes exactly two months after authorities halted all humanitarian aid and commercial goods from entering Gaza.,Humanitarian,0.7825115919113159
9,the UN Humanitarian Affairs,"The number of children receiving treatment for malnutrition rose by 80 percent in April compared to March, driven by the ongoing blockade, the UN Humanitarian Affairs office (Ocha) reported earlier this week.",Humanitarian,0.9055779576301576
10,Conscience,"Updated May 3, 2025
5 min

A tugboat equipped with firefighting equipment douses the Conscience, a vessel that was attempting to deliver humanitarian aid to the Gaza Strip, after it was allegedly struck by drones off the coast of Malta.",Humanitarian,0.945721447467804
10,the Gaza Strip,"Updated May 3, 2025
5 min

A tugboat equipped with firefighting equipment douses the Conscience, a vessel that was attempting to deliver humanitarian aid to the Gaza Strip, after it was allegedly struck by drones off the coast of Malta.",Humanitarian,0.945721447467804
10,Gaza,"By Victoria Bisset, Andrew Jeong and Susannah George

Organizers of a flotilla carrying humanitarian aid intended for Gaza said their vessel came under attack from armed drones in international waters off the coast of Malta early Friday, causing serious damage to its hull and endangering the lives of those on board.",Humanitarian,0.9328365921974182
10,Huwaida Arraf,"Huwaida Arraf, an organizer with the Freedom Flotilla Coalition, wrote in an email that while the group could not “confirm 100%,” it suspected Israel was behind the attack.",Political,0.8365477323532104
10,the Freedom Flotilla Coalition,"Huwaida Arraf, an organizer with the Freedom Flotilla Coalition, wrote in an email that while the group could not “confirm 100%,” it suspected Israel was behind the attack.",Political,0.8365477323532104
10,the Israel Defense Forces,"She added: '“We are deeply concerned about the potential for a second attack, as the vessel remains in international waters.”'

Israel’s Foreign Ministry and the Israel Defense Forces did not respond to requests for comment.",Security,0.8463529348373413
10,Acar,"“Who would send drones to bomb a ship that is anchoring off Malta?”

Acar, from the Freedom Flotilla Coalition, said in a phone call earlier Friday that the vessel had been sailing under the Palau flag — but she added that the group was informed Thursday afternoon that Palau had removed its flag.",Political,0.8169132471084595
10,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition, a movement involving more than a dozen pro-Palestinian human rights groups, has organized aid missions aimed at breaching Israel’s naval blockade of the Gaza Strip for years.",Humanitarian,0.9036340713500975
10,Israel,"Israel said it was imposing the blockade to pressure Hamas, which rules the territory and attacked Israeli communities on Oct. 7, 2023.",Political,0.8776870965957642
10,Hamas,"Israel said it was imposing the blockade to pressure Hamas, which rules the territory and attacked Israeli communities on Oct. 7, 2023.",Political,0.8776870965957642
11,The Freedom Flotilla Coalition,"Hamas-linked vessel marooned without flag after alleged drone strikes
The Freedom Flotilla Coalition has accused Israel of launching the drone strikes on the ship,
JNS Staff
Palestinians hold flags during a rally at the seaport of Gaza City marking the fifth anniversary of the “Mavi Marmara” Gaza flotilla, May 31, 2015.",Political,0.8756778836250305
11,Gaza City,"Photo by Aaed Tayeh/Flash90.Palestinians hold flags during a rally at the seaport of Gaza City marking the fifth anniversary of the “Mavi Marmara” Gaza flotilla, May 31, 2015.",Political,0.7069929242134094
11,Gaza,"Photo by Aaed Tayeh/Flash90.Palestinians hold flags during a rally at the seaport of Gaza City marking the fifth anniversary of the “Mavi Marmara” Gaza flotilla, May 31, 2015.",Political,0.7069929242134094
11,Tighe Barry,"Authorities in Malta, Greece, and Turkey have threatened to confiscate the vessel if it docks at their ports, Tighe Barry, a U.S.-based anti-Israel activist with the CodePink group, told the Associated Press.",Political,0.8713908791542053
11,the Associated Press,"Authorities in Malta, Greece, and Turkey have threatened to confiscate the vessel if it docks at their ports, Tighe Barry, a U.S.-based anti-Israel activist with the CodePink group, told the Associated Press.",Political,0.8713908791542053
11,Robert Abela,"Maltese Prime Minister Robert Abela stressed on Sunday that while his country would not let the Conscience dock, “especially since it doesn’t have a flag and insurance,” his government was offering to repair the damage if it is truly carrying aid.",Political,0.826701283454895
11,Conscience,"Maltese Prime Minister Robert Abela stressed on Sunday that while his country would not let the Conscience dock, “especially since it doesn’t have a flag and insurance,” his government was offering to repair the damage if it is truly carrying aid.",Political,0.826701283454895
11,Jeremy’s Circle,"Jeremy’s Circle, helping youth with cancer, expands to US
May 11, 2025
Israeli singer Yuval Raphael.",Humanitarian,0.9728458523750304
11,Syria,"IDF paratroopers relieved in Syria ahead of expansion of Hamas war
May 11, 2025
“We are offering to pay for the repairs after we confirm the ship is, indeed, carrying humanitarian aid,” Abela told reporters, the Times of Malta reported.",Humanitarian,0.9520202875137328
11,Saudi Arabia,"Saudi Arabia’s Al-Arabiya channel reported, citing a Western security source, that Hamas was behind the vessel and that passengers had planned to attack IDF soldiers as they approached Gaza’s shore.",Security,0.8929637670516968
11,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition includes several Turkish NGOs, among them the IHH Humanitarian Relief Foundation and the Mavi Marmara Association, responsible for the 2010 Mavi Marmara incident, in which nine activists were killed after they attacked Israeli naval commandos.",Humanitarian,0.7238919734954834
11,the Mavi Marmara Association,"The Freedom Flotilla Coalition includes several Turkish NGOs, among them the IHH Humanitarian Relief Foundation and the Mavi Marmara Association, responsible for the 2010 Mavi Marmara incident, in which nine activists were killed after they attacked Israeli naval commandos.",Humanitarian,0.7238919734954834
11,Conscience,"The coalition has accused Jerusalem of launching the drone strikes on the Conscience, saying that “Israeli ambassadors must be summoned and answer to violations of international law, including the ongoing blockade and the bombing of our civilian vessel in international waters.”",Political,0.8275892734527588
11,Israel,"An Israeli Air Force plane left Israel on Thursday and circled Malta hours before the alleged attack, the Times of Malta reported on Friday.",Military,0.789756178855896
11,Israel,"Israel appears to have flown an unauthorized military aircraft over Malta, an E.U. state and in breach of our neutrality.",Military,0.930827498435974
11,Israel Katz,"In March, Israel Katz, Jerusalem’s minister of defense, instructed the Israel Defense Forces to refrain from blocking foreign pro-Palestinian protesters seeking to enter the Gaza Strip by sea, but rather to seize their vessels.",Political,0.9185473322868348
11,the Israel Defense Forces,"In March, Israel Katz, Jerusalem’s minister of defense, instructed the Israel Defense Forces to refrain from blocking foreign pro-Palestinian protesters seeking to enter the Gaza Strip by sea, but rather to seize their vessels.",Security,0.8670791983604431
11,the Israel Defense Forces,"In March, Israel Katz, Jerusalem’s minister of defense, instructed the Israel Defense Forces to refrain from blocking foreign pro-Palestinian protesters seeking to enter the Gaza Strip by sea, but rather to seize their vessels.",Military,0.827954113483429
11,Gaza,"“Whoever comes to demonstrate on the shores of Gaza, we will send them into Gaza and use the ships to evacuate Gaza residents who are interested in leaving voluntarily,” Katz said.",Political,0.7982072234153748
11,Gaza,"“Whoever comes to demonstrate on the shores of Gaza, we will send them into Gaza and use the ships to evacuate Gaza residents who are interested in leaving voluntarily,” Katz said.",Political,0.7982072234153748
11,Gaza,"“Whoever comes to demonstrate on the shores of Gaza, we will send them into Gaza and use the ships to evacuate Gaza residents who are interested in leaving voluntarily,” Katz said.",Political,0.7982072234153748
11,Katz,"“Whoever comes to demonstrate on the shores of Gaza, we will send them into Gaza and use the ships to evacuate Gaza residents who are interested in leaving voluntarily,” Katz said.",Political,0.7982072234153748
11,IDF,"His office added, “The defense minister instructed the IDF to allow the protest flotillas to reach Gaza’s coast, disembark the protesters in Gaza, and seize the ships and transfer them to Ashdod Port so that they can be used to evacuate Gaza residents who are interested in leaving Gaza.”",Military,0.8142135143280029
12,Gaza,"A ship carrying 16 people and humanitarian aid to Gaza was rocked by explosions early Friday off the coast of Malta, setting the vessel on fire and putting it at risk of sinking, according to the human rights group operating the ship.",Humanitarian,0.9122969508171082
12,Gaza,The group has sought to challenge Israel and Egypt’s blockade of Gaza by trying to deliver humanitarian aid to the territory by sea.,Humanitarian,0.8499101996421814
12,The Freedom Flotilla Coalition,"The Freedom Flotilla Coalition has more than a dozen members, including I.H.H., a Turkish relief group, the group’s website said.",Humanitarian,0.8978782892227173
12,I.H.H.,"The Freedom Flotilla Coalition has more than a dozen members, including I.H.H., a Turkish relief group, the group’s website said.",Humanitarian,0.8978782892227173
